game_id,player_id,player_name,posteam,air_yards,yards_after_catch,cpoe,qb_epa,pass_attempts,complete_passes,avg_air_yards_x,avg_yac_x,pass_location_left,pass_location_middle,pass_location_right,pass_length_short,pass_length_medium,pass_length_deep,rush_attempts,first_downs_rush,xyac_mean,xyac_median,xyac_success_rate,rush_epa,run_location_left,run_location_middle,run_location_right,run_gap_guard,run_gap_tackle,run_gap_end,receiving_attempts,first_downs_receiving,receiving_epa,avg_yac_y,avg_air_yards_y,solo_tackles,assisted_tackles,tackles_for_loss,qb_hits,sacks,interceptions,forced_fumbles,fumble_recoveries,pass_defenses,position,team
2024_03_SF_LA,00-0036261,B.Aiyuk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.91654116,2.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_03_SF_LA,00-0038647,R.Bell,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-1.1611729,-3.0,16.333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_04_NE_SF,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.051612,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_04_NE_SF,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3718414,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_04_NE_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.8057404,1.5,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_04_NE_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.8351827,6.6666665,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_04_NE_SF,00-0036261,B.Aiyuk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,-2.654686,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_05_ARI_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,-5.5725317,2.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_05_ARI_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.4055177,8.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_05_ARI_SF,00-0036261,B.Aiyuk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,9.87623,6.75,11.916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_06_SF_SEA,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.554491,3.0,8.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_06_SF_SEA,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,-1.4030272,2.6666667,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_06_SF_SEA,00-0036261,B.Aiyuk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.9441535,3.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_07_KC_SF,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.7187457,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_07_KC_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.39054453,4.3333335,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_07_KC_SF,00-0036261,B.Aiyuk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-3.4162493,3.0,10.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_07_KC_SF,00-0038647,R.Bell,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.5810671,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_07_KC_SF,00-0039365,J.Cowing,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.090322,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_07_KC_SF,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-1.5082994,2.3333333,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_08_DAL_SF,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5324731,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_08_DAL_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,8.1000395,11.833333,11.571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_08_DAL_SF,00-0038647,R.Bell,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5641463,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_10_SF_TB,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.8553314,11.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_10_SF_TB,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,3.9533834,5.142857,7.6363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,SF
2024_10_SF_TB,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.362729,8.75,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_11_SEA_SF,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.38041437,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_11_SEA_SF,00-0033576,E.Saubert,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6058445,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_11_SEA_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,9.135282,2.3,6.4545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_11_SEA_SF,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.715209,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_12_SF_GB,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.98711085,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_12_SF_GB,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5757112,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,SF
2024_12_SF_GB,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.527831,5.1666665,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_12_SF_GB,00-0033576,E.Saubert,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.151492,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_12_SF_GB,00-0035719,D.Samuel,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,-5.896618,25.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_12_SF_GB,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,-1.8789022,3.4,6.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_13_SF_BUF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.7227036,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_13_SF_BUF,00-0035719,D.Samuel,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.7973228,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_13_SF_BUF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.1596694,6.3333335,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_13_SF_BUF,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.884316,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_14_CHI_SF,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.67687297,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_14_CHI_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.389875,17.166666,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_14_CHI_SF,00-0033576,E.Saubert,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7066627,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_14_CHI_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,7.949817,3.7142856,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_14_CHI_SF,00-0039365,J.Cowing,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6866125,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_14_CHI_SF,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.48657,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_15_LA_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.2262753,5.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_15_LA_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,-5.1531568,5.0,13.444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_15_LA_SF,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.47602475,3.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_16_SF_MIA,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.949933,9.0,4.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_16_SF_MIA,00-0033576,E.Saubert,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.194619,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_16_SF_MIA,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,-2.0195067,0.5,13.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_16_SF_MIA,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.86943173,2.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_17_DET_SF,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7815255,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_17_DET_SF,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.23506,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_17_DET_SF,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,7.7626567,6.75,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_17_DET_SF,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.5207326,1.5714285,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_18_SF_ARI,00-0029892,K.Juszczyk,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.468422,10.5,10.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,SF
2024_18_SF_ARI,00-0032128,C.Conley,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.2493095,3.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_18_SF_ARI,00-0033288,G.Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2918446,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_18_SF_ARI,00-0033292,T.Taylor,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.504246,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_18_SF_ARI,00-0033576,E.Saubert,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,-1.0858461,0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_18_SF_ARI,00-0036259,J.Jennings,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,-1.5724446,2.2857144,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_18_SF_ARI,00-0038643,B.Willis,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.446141,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,SF
2024_18_SF_ARI,00-0039916,R.Pearsall,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,3.549455,2.3333333,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,SF
2024_01_NYJ_SF,00-0038554,J.Brown,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DB,SF
2024_01_NYJ_SF,00-0034815,F.Warner,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LB,SF
2024_01_NYJ_SF,00-0033131,M.Collins,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DL,SF
2024_01_NYJ_SF,00-0036563,D.Lenoir,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DB,SF
2024_01_NYJ_SF,00-0034091,G.Odum,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DB,SF
